headline_text,label,tokenized_sents,developed_exists,developing_exists,cat
usq planning us alliance,0,"{'us', 'usq', 'planning', 'alliance'}",1,0,developed
us senate outlaws partial birth abortions,0,"{'partial', 'us', 'birth', 'senate', 'outlaws', 'abortions'}",1,0,developed
us spy planes back north korea skies,0,"{'north', 'korea', 'back', 'us', 'planes', 'skies', 'spy'}",1,0,developed
weapon inspector dies iraq road crash,-1,"{'road', 'dies', 'weapon', 'crash', 'iraq', 'inspector'}",0,1,developing
well win andy says zimbabwe captain,1,"{'well', 'says', 'captain', 'zimbabwe', 'andy', 'win'}",0,1,developing
blix completes check list draft iraq,0,"{'draft', 'list', 'blix', 'check', 'completes', 'iraq'}",0,1,developing
bush waives pakistan sanctions,0,"{'bush', 'sanctions', 'pakistan', 'waives'}",0,1,developing
cambodia agrees pay trashing thai embassy,0,"{'agrees', 'embassy', 'trashing', 'cambodia', 'pay', 'thai'}",0,1,developing
china name new president,0,"{'president', 'name', 'china', 'new'}",1,0,developed
dont underestimate kenya gilchrist,1,"{'gilchrist', 'dont', 'underestimate', 'kenya'}",0,1,developing
els take woods germany,0,"{'els', 'germany', 'woods', 'take'}",1,0,developed
ganguly fights shy australia showdown,-1,"{'fights', 'showdown', 'ganguly', 'australia', 'shy'}",1,0,developed
greenpeace protesters clash police spain,-1,"{'protesters', 'spain', 'police', 'greenpeace', 'clash'}",1,0,developed
india strolls win kiwis,1,"{'strolls', 'india', 'kiwis', 'win'}",0,1,developing
india stroll win kiwis,1,"{'india', 'stroll', 'kiwis', 'win'}",0,1,developing
kenya call test status 2005,0,"{'2005', 'test', 'call', 'status', 'kenya'}",0,1,developing
tonga smash south korea world cup play,1,"{'smash', 'cup', 'korea', 'world', 'tonga', 'play', 'south'}",0,1,developing
us stocks flat amid threat war,-1,"{'us', 'stocks', 'war', 'amid', 'flat', 'threat'}",1,0,developed
afghanistan releases pakistani prisoners,-1,"{'afghanistan', 'pakistani', 'releases', 'prisoners'}",0,1,developing
asia power ahead japan dynasty cup,0,"{'ahead', 'cup', 'japan', 'power', 'dynasty', 'asia'}",1,0,developed
aussies slightly troubled kenya,-1,"{'troubled', 'slightly', 'kenya', 'aussies'}",0,1,developing
aust hope friends assist friends free trade,1,"{'free', 'trade', 'hope', 'friends', 'aust', 'assist'}",1,0,developed
belgium refuse transit us forces iraq war,-1,"{'us', 'belgium', 'transit', 'refuse', 'war', 'iraq', 'forces'}",1,1,developed/developing
bush prepares americans war iraq,-1,"{'bush', 'americans', 'war', 'iraq', 'prepares'}",0,1,developing
china votes new president,0,"{'president', 'new', 'china', 'votes'}",1,0,developed
france says war days away,-1,"{'says', 'days', 'france', 'war', 'away'}",1,0,developed
iraq issue come head pm,0,"{'come', 'head', 'issue', 'pm', 'iraq'}",0,1,developing
iraq formal war footing,-1,"{'iraq', 'formal', 'war', 'footing'}",0,1,developing
iraq prepares aggression,-1,"{'iraq', 'aggression', 'prepares'}",0,1,developing
late helguera goal keeps real top spain,1,"{'real', 'late', 'spain', 'helguera', 'goal', 'keeps', 'top'}",1,0,developed
lee hat trick sets kenya stumbling,0,"{'lee', 'sets', 'hat', 'trick', 'stumbling', 'kenya'}",0,1,developing
like mindedness could help us free trade agreement,1,"{'free', 'agreement', 'trade', 'us', 'help', 'could', 'mindedness', 'like'}",1,0,developed
low risk killer strain pneumonia aust cmo,-1,"{'killer', 'cmo', 'low', 'pneumonia', 'aust', 'risk', 'strain'}",1,0,developed
pakistan arrests top al qaeda member,-1,"{'arrests', 'al', 'top', 'member', 'pakistan', 'qaeda'}",0,1,developing
russian restaurant bans uk us citizens war,-1,"{'uk', 'us', 'russian', 'restaurant', 'bans', 'war', 'citizens'}",1,0,developed
tonga crush south korea spain see tunisia,0,"{'crush', 'korea', 'spain', 'tunisia', 'tonga', 'south', 'see'}",1,1,developed/developing
us protesters plan surround white house,-1,"{'protesters', 'us', 'house', 'plan', 'surround', 'white'}",1,0,developed
water supply summit opens japan,0,"{'water', 'summit', 'japan', 'opens', 'supply'}",1,0,developed
australian peace activist vows stay iraq,1,"{'peace', 'australian', 'activist', 'vows', 'iraq', 'stay'}",0,1,developing
australians urged leave iraq,0,"{'urged', 'leave', 'iraq', 'australians'}",0,1,developing
australia plans intimidate sri lanka,-1,"{'plans', 'intimidate', 'australia', 'sri', 'lanka'}",1,0,developed
blix advised withdraw staff iraq,0,"{'blix', 'withdraw', 'staff', 'iraq', 'advised'}",0,1,developing
britain orders citizens gulf,0,"{'orders', 'britain', 'gulf', 'citizens'}",1,0,developed
bush phones howard iraq,0,"{'bush', 'howard', 'iraq', 'phones'}",0,1,developing
cabinet must halt march iraq democrats,0,"{'cabinet', 'democrats', 'iraq', 'must', 'march', 'halt'}",0,1,developing
former us ambassador named chinas foreign minister,0,"{'us', 'chinas', 'former', 'foreign', 'minister', 'named', 'ambassador'}",1,0,developed
france must decide overnight iraq veto blair,0,"{'blair', 'iraq', 'france', 'veto', 'must', 'decide', 'overnight'}",1,1,developed/developing
france russia restate veto threat,-1,"{'russia', 'france', 'veto', 'threat', 'restate'}",1,0,developed
germany spurns us plea iraq backing,0,"{'spurns', 'us', 'plea', 'backing', 'iraq', 'germany'}",1,1,developed/developing
howard expecting iraq diplomacy come head,0,"{'come', 'head', 'iraq', 'expecting', 'howard', 'diplomacy'}",0,1,developing
india respect kenya srinath,1,"{'srinath', 'india', 'respect', 'kenya'}",0,1,developing
iraqi detainee nauru dead,1,"{'nauru', 'detainee', 'dead', 'iraqi'}",0,1,developing
israel locks palestinian areas festival,1,"{'festival', 'areas', 'palestinian', 'locks', 'israel'}",1,0,developed
israel rejects critical roadmap proposal document,-1,"{'roadmap', 'proposal', 'document', 'rejects', 'critical', 'israel'}",1,0,developed
nz pm says miracle avert war,-1,"{'avert', 'says', 'nz', 'war', 'pm', 'miracle'}",1,0,developed
pakistan push icc india boycott,-1,"{'push', 'boycott', 'icc', 'pakistan', 'india'}",0,1,developing
quick victory quagmire iraq analyst,0,"{'quick', 'analyst', 'victory', 'iraq', 'quagmire'}",0,1,developing
socceroos set play argentina,1,"{'play', 'socceroos', 'set', 'argentina'}",0,1,developing
un work hold iraq kuwait buffer zone,0,"{'work', 'hold', 'kuwait', 'zone', 'iraq', 'un', 'buffer'}",0,1,developing
us hits phones last bid iraq mandate,0,"{'last', 'us', 'mandate', 'iraq', 'bid', 'hits', 'phones'}",1,1,developed/developing
us orders embassy staff mid east,0,"{'embassy', 'us', 'staff', 'east', 'orders', 'mid'}",1,0,developed
us order diplomats middle east,0,"{'us', 'diplomats', 'middle', 'east', 'order'}",1,0,developed
virulent pneumonia bug reach australia,-1,"{'reach', 'bug', 'virulent', 'australia', 'pneumonia'}",1,0,developed
zimbabwe stays commonwealth outer,0,"{'stays', 'commonwealth', 'outer', 'zimbabwe'}",0,1,developing
adelaide woman stay iraq human shield,0,"{'adelaide', 'shield', 'woman', 'human', 'iraq', 'stay'}",0,1,developing
athens games affected iraq crisis minister,-1,"{'games', 'affected', 'athens', 'iraq', 'minister', 'crisis'}",0,1,developing
australia may 21 cases china virus,0,"{'21', 'may', 'australia', 'cases', 'china', 'virus'}",1,0,developed
bishop says un must lead post iraq healing,0,"{'says', 'post', 'healing', 'bishop', 'iraq', 'must', 'lead', 'un'}",0,1,developing
blair loses third mp iraq stance,-1,"{'blair', 'third', 'mp', 'loses', 'stance', 'iraq'}",0,1,developing
brazil set host 2014 world cup,0,"{'cup', 'world', 'set', 'brazil', '2014', 'host'}",0,1,developing
catholic lobby condemns iraq war immoral,-1,"{'immoral', 'catholic', 'war', 'iraq', 'lobby', 'condemns'}",0,1,developing
china calls security council stop war,-1,"{'council', 'war', 'stop', 'china', 'security', 'calls'}",1,0,developed
development squad named india tour,0,"{'development', 'tour', 'squad', 'named', 'india'}",0,1,developing
dfat upgrades travel warnings include syria,-1,"{'dfat', 'upgrades', 'travel', 'include', 'warnings', 'syria'}",0,1,developing
dont blame troops vietnam vets,1,"{'dont', 'blame', 'vets', 'vietnam', 'troops'}",0,1,developing
govt defends legal grounds attack iraq,-1,"{'legal', 'defends', 'attack', 'iraq', 'grounds', 'govt'}",0,1,developing
govt urges human shields leave iraq,0,"{'human', 'shields', 'leave', 'iraq', 'govt', 'urges'}",0,1,developing
howard commits australian troops us led war,-1,"{'australian', 'led', 'us', 'war', 'commits', 'howard', 'troops'}",1,0,developed
indonesia condemns howards war decision,-1,"{'indonesia', 'decision', 'howards', 'war', 'condemns'}",0,1,developing
iraq decision splits parliament,0,"{'iraq', 'parliament', 'splits', 'decision'}",0,1,developing
iraq outcome send message north korea downer,0,"{'message', 'north', 'korea', 'outcome', 'downer', 'send', 'iraq'}",0,1,developing
iraq rejects exile option,-1,"{'iraq', 'exile', 'option', 'rejects'}",0,1,developing
kenya success fairytale says tikolo,1,"{'tikolo', 'says', 'fairytale', 'success', 'kenya'}",0,1,developing
lee symonds see australia,0,"{'australia', 'lee', 'see', 'symonds'}",1,0,developed
lees deems iraq war without basis,-1,"{'basis', 'deems', 'without', 'war', 'iraq', 'lees'}",0,1,developing
lee symonds see australia final,0,"{'lee', 'australia', 'final', 'see', 'symonds'}",1,0,developed
malaysia criticises us attack plans,-1,"{'criticises', 'plans', 'us', 'attack', 'malaysia'}",1,1,developed/developing
markets rally prospect short iraq conflict,0,"{'conflict', 'rally', 'prospect', 'iraq', 'markets', 'short'}",0,1,developing
schroeder rejects us ultimatum iraq,-1,"{'us', 'ultimatum', 'rejects', 'schroeder', 'iraq'}",1,1,developed/developing
senate begins debate iraq invasion,0,"{'invasion', 'debate', 'begins', 'senate', 'iraq'}",0,1,developing
serbia arrests warlords widow pms shooting,-1,"{'widow', 'pms', 'serbia', 'warlords', 'shooting', 'arrests'}",0,1,developing
pressure australia whatmore,-1,"{'australia', 'pressure', 'whatmore'}",1,0,developed
turkey may ready assist us,1,"{'turkey', 'us', 'may', 'assist', 'ready'}",1,1,developed/developing
turkey reconsidering disallowing us troops,0,"{'disallowing', 'turkey', 'reconsidering', 'us', 'troops'}",1,1,developed/developing
us graziers still beef free trade,1,"{'free', 'trade', 'us', 'beef', 'still', 'graziers'}",1,0,developed
us troops preparing kuwaiti desert,0,"{'us', 'preparing', 'desert', 'troops', 'kuwaiti'}",1,0,developed
wa team defend mining honour us,1,"{'honour', 'defend', 'us', 'team', 'mining', 'wa'}",1,0,developed
weapons inspectors pull iraq,-1,"{'iraq', 'weapons', 'pull', 'inspectors'}",0,1,developing
wheat trade iraq early casualty war,-1,"{'trade', 'wheat', 'casualty', 'war', 'early', 'iraq'}",0,1,developing
world leaders condemn iraq war decision,-1,"{'decision', 'world', 'war', 'iraq', 'leaders', 'condemn'}",0,1,developing
australia malaysia co operate antarctic,0,"{'antarctic', 'australia', 'co', 'operate', 'malaysia'}",1,1,developed/developing
australia reconsider us trip war looms,-1,"{'us', 'australia', 'trip', 'reconsider', 'war', 'looms'}",1,0,developed
china frees ex sect member us residency,1,"{'ex', 'sect', 'member', 'us', 'frees', 'china', 'residency'}",1,0,developed
dozens dissidents arrested cuba,-1,"{'arrested', 'cuba', 'dissidents', 'dozens'}",0,1,developing
forget australia sven,-1,"{'australia', 'forget', 'sven'}",1,0,developed
france drop desailly euro qualifiers,-1,"{'drop', 'euro', 'qualifiers', 'france', 'desailly'}",1,0,developed
iraqi parliament rejects us ultimatum,-1,"{'us', 'ultimatum', 'iraqi', 'rejects', 'parliament'}",1,0,developed
iraqi parliament says us led war end,-1,"{'led', 'says', 'us', 'iraqi', 'end', 'war', 'parliament'}",1,0,developed
iraq unlikely use chemical biological weapons,-1,"{'weapons', 'biological', 'chemical', 'iraq', 'unlikely', 'use'}",0,1,developing
italy supports us stance iraq,1,"{'us', 'italy', 'supports', 'stance', 'iraq'}",1,1,developed/developing
latif gets pakistan captains job,0,"{'gets', 'job', 'captains', 'pakistan', 'latif'}",0,1,developing
mp urges support aust troops,1,"{'support', 'mp', 'aust', 'troops', 'urges'}",1,0,developed
change refugee policy iraq,-1,"{'iraq', 'policy', 'change', 'refugee'}",0,1,developing
parliamentary debate iraq enters third day,0,"{'third', 'debate', 'parliamentary', 'day', 'iraq', 'enters'}",0,1,developing
saddam hussein feeling relaxed war us,0,"{'us', 'feeling', 'saddam', 'war', 'hussein', 'relaxed'}",1,0,developed
schumacher aims return podium malaysia,0,"{'return', 'aims', 'schumacher', 'podium', 'malaysia'}",0,1,developing
socceroos argentina clash called,0,"{'called', 'argentina', 'socceroos', 'clash'}",0,1,developing
socceroos argentina clash,0,"{'argentina', 'socceroos', 'clash'}",0,1,developing
south korea voices support us war iraq,-1,"{'support', 'voices', 'korea', 'us', 'war', 'iraq', 'south'}",1,1,developed/developing
stunning gains us uk australian markets,1,"{'stunning', 'australian', 'uk', 'us', 'gains', 'markets'}",1,0,developed
thailand expels iraqi diplomats,-1,"{'diplomats', 'thailand', 'expels', 'iraqi'}",0,1,developing
turkey may approve us use airspace,0,"{'turkey', 'us', 'may', 'airspace', 'use', 'approve'}",1,1,developed/developing
uncertain fed leaves us rates hold,-1,"{'hold', 'rates', 'us', 'fed', 'leaves', 'uncertain'}",1,0,developed
us announces final deadline saddam,0,"{'us', 'deadline', 'saddam', 'final', 'announces'}",1,0,developed
us begins propaganda war gulf,-1,"{'us', 'begins', 'propaganda', 'war', 'gulf'}",1,0,developed
us led forces move towards iraq border,0,"{'led', 'us', 'towards', 'move', 'iraq', 'forces', 'border'}",1,1,developed/developing
us led war could start tomorrows deadline,-1,"{'led', 'start', 'us', 'could', 'deadline', 'war', 'tomorrows'}",1,0,developed
us troops hit sandstorm kuwaiti desert,0,"{'hit', 'us', 'sandstorm', 'desert', 'troops', 'kuwaiti'}",1,0,developed
us tv networks agree cooperate war,-1,"{'tv', 'agree', 'us', 'cooperate', 'war', 'networks'}",1,0,developed
act protesters gather us embassy,-1,"{'embassy', 'protesters', 'act', 'us', 'gather'}",1,0,developed
australia gets green light extradite sex,0,"{'sex', 'gets', 'australia', 'light', 'extradite', 'green'}",1,0,developed
britain asks turkey use airspace,0,"{'britain', 'turkey', 'airspace', 'use', 'asks'}",1,1,developed/developing
bush declares war iraq,-1,"{'bush', 'declares', 'iraq', 'war'}",0,1,developing
cheaper fuel may result iraq war,-1,"{'fuel', 'cheaper', 'may', 'war', 'iraq', 'result'}",0,1,developing
cuban plane lands us hijacking,0,"{'hijacking', 'us', 'cuban', 'plane', 'lands'}",1,0,developed
ganguly leads india final,0,"{'final', 'india', 'ganguly', 'leads'}",0,1,developing
gas alert iraq lobs scuds kuwait,1,"{'iraq', 'kuwait', 'alert', 'gas', 'lobs', 'scuds'}",0,1,developing
howard address nation war iraq,-1,"{'nation', 'address', 'war', 'iraq', 'howard'}",0,1,developing
india goes bat kenya,0,"{'india', 'kenya', 'bat', 'goes'}",0,1,developing
iraq condemns us aggression,-1,"{'iraq', 'us', 'aggression', 'condemns'}",1,1,developed/developing
iraq deadline passes,0,"{'iraq', 'deadline', 'passes'}",0,1,developing
iraq declares jihad us,0,"{'iraq', 'us', 'declares', 'jihad'}",1,1,developed/developing
iraq denies oil well fires near basra,0,"{'well', 'oil', 'denies', 'iraq', 'near', 'fires', 'basra'}",0,1,developing
iraqi envoy says us attacks breach law,-1,"{'says', 'law', 'us', 'iraqi', 'attacks', 'envoy', 'breach'}",1,0,developed
iraq warns israel us ties,0,"{'warns', 'ties', 'us', 'iraq', 'israel'}",1,1,developed/developing
israel high state alert deadline,1,"{'state', 'high', 'deadline', 'alert', 'israel'}",1,0,developed
malaysia condemns attack iraq,-1,"{'iraq', 'malaysia', 'attack', 'condemns'}",0,1,developing
nz players call super 12 judicial review,1,"{'review', 'judicial', 'players', 'call', 'nz', 'super', '12'}",1,0,developed
nz pm voices regret start war,-1,"{'voices', 'regret', 'start', 'nz', 'war', 'pm'}",1,0,developed
philippines leader warns terrorist attacks,-1,"{'warns', 'terrorist', 'leader', 'attacks', 'philippines'}",0,1,developing
police protesters clash turkey,-1,"{'protesters', 'turkey', 'clash', 'police'}",0,1,developing
priest calls islamic nations rise us,0,"{'us', 'nations', 'calls', 'rise', 'priest', 'islamic'}",1,0,developed
rain threatening kenya india clash,-1,"{'threatening', 'rain', 'kenya', 'india', 'clash'}",0,1,developing
special forces move head israel scud risk,0,"{'scud', 'head', 'move', 'special', 'risk', 'forces', 'israel'}",1,0,developed
us army launches attacks afghanistan,-1,"{'afghanistan', 'army', 'us', 'attacks', 'launches'}",1,1,developed/developing
us attack aimed iraqi leadership,-1,"{'us', 'attack', 'iraqi', 'leadership', 'aimed'}",1,0,developed
