headline_text,tokenized_sents,developed_exists,developing_exists,cat,label
us troops meet little resistance say officers,"{'officers', 'resistance', 'little', 'us', 'meet', 'say', 'troops'}",1,0,developed,1
us uk say oil fires southern iraq unknown,"{'iraq', 'southern', 'us', 'uk', 'fires', 'unknown', 'say', 'oil'}",1,1,developed/developing,1
didnt get saddam iraq tells us,"{'didnt', 'iraq', 'saddam', 'us', 'tells', 'get'}",1,1,developed/developing,1
anti war fury sweeps indonesia,"{'sweeps', 'indonesia', 'war', 'fury', 'anti'}",0,1,developing,0
anti war protests continue australia,"{'australia', 'protests', 'war', 'continue', 'anti'}",1,0,developed,0
british bomber pilots awed baghdad ablaze,"{'pilots', 'awed', 'bomber', 'ablaze', 'british', 'baghdad'}",1,0,developed,1
british helicopters collide gulf 7 dead,"{'collide', '7', 'dead', 'british', 'helicopters', 'gulf'}",1,0,developed,0
cities bombed northern iraq,"{'iraq', 'northern', 'bombed', 'cities'}",0,1,developing,1
demonstrators policeman die yemen protest,"{'protest', 'die', 'yemen', 'policeman', 'demonstrators'}",0,1,developing,0
denmark isolates plane pneumonia scare,"{'pneumonia', 'isolates', 'plane', 'scare', 'denmark'}",1,0,developed,0
farmers consider suing lost iraq wheat sales,"{'wheat', 'suing', 'sales', 'iraq', 'lost', 'farmers', 'consider'}",0,1,developing,0
germany may quit nato force shielding turkey,"{'turkey', 'force', 'quit', 'germany', 'shielding', 'nato', 'may'}",1,1,developed/developing,1
internet hackers wreak havoc protest iraq war,"{'protest', 'havoc', 'wreak', 'iraq', 'internet', 'war', 'hackers'}",0,1,developing,0
iraq division head surrenders us forces,"{'head', 'iraq', 'division', 'us', 'surrenders', 'forces'}",1,1,developed/developing,1
iraqis dispute british victory claims fao umm,"{'claims', 'dispute', 'british', 'fao', 'umm', 'iraqis', 'victory'}",1,0,developed,0
iraqis halt us advance nasiriya river crossing,"{'advance', 'crossing', 'nasiriya', 'river', 'halt', 'us', 'iraqis'}",1,0,developed,1
iraq says 250 civilians wounded bombing,"{'bombing', 'wounded', 'says', 'iraq', 'civilians', '250'}",0,1,developing,1
iraq says coalition forces meeting resistance,"{'coalition', 'resistance', 'says', 'iraq', 'forces', 'meeting'}",0,1,developing,1
iraq throws world rules pows,"{'world', 'rules', 'pows', 'iraq', 'throws'}",0,1,developing,1
iraq war hasnt increased terrorism threat,"{'increased', 'threat', 'iraq', 'war', 'terrorism', 'hasnt'}",0,1,developing,0
judge considers death penalty fiji treason trial,"{'penalty', 'trial', 'fiji', 'considers', 'treason', 'judge', 'death'}",0,1,developing,0
kenya wont expel iraqi diplomats,"{'iraqi', 'kenya', 'diplomats', 'wont', 'expel'}",0,1,developing,2
labor blames iraq war indon terror threat,"{'blames', 'labor', 'threat', 'iraq', 'indon', 'war', 'terror'}",0,1,developing,0
lying cnn crews told leave iraq,"{'leave', 'told', 'crews', 'cnn', 'lying', 'iraq'}",0,1,developing,0
sensible predict end war britain,"{'end', 'britain', 'predict', 'sensible', 'war'}",1,0,developed,0
oil depot hit rocket south west iran,"{'rocket', 'depot', 'iran', 'hit', 'oil', 'south', 'west'}",0,1,developing,1
paton takes first aust champs title,"{'first', 'aust', 'champs', 'takes', 'paton', 'title'}",1,0,developed,2
powell call turkey war flying rights,"{'turkey', 'call', 'powell', 'rights', 'war', 'flying'}",0,1,developing,0
rockets hit south west iran reports,"{'iran', 'rockets', 'reports', 'hit', 'south', 'west'}",0,1,developing,1
rumsfeld confirms start main iraq bombing,"{'bombing', 'start', 'confirms', 'iraq', 'rumsfeld', 'main'}",0,1,developing,1
shock awe opens booms iraq,"{'booms', 'shock', 'awe', 'iraq', 'opens'}",0,1,developing,0
iraqi forces pull basra uk,"{'basra', 'iraqi', 'pull', 'forces', 'uk'}",1,0,developed,1
support war record high us,"{'support', 'high', 'war', 'record', 'us'}",1,0,developed,0
turkey denies sending troops,"{'turkey', 'sending', 'troops', 'denies'}",0,1,developing,0
turkey opens air space us,"{'turkey', 'air', 'space', 'us', 'opens'}",1,1,developed/developing,1
turkey us agree overflights wrangle troops,"{'turkey', 'overflights', 'us', 'agree', 'wrangle', 'troops'}",1,1,developed/developing,2
turkish ambassador defends push iraq,"{'iraq', 'turkish', 'ambassador', 'defends', 'push'}",0,1,developing,1
turkish troops northern iraq papers say,"{'papers', 'iraq', 'turkish', 'say', 'troops', 'northern'}",0,1,developing,1
turkish troops move north iraq,"{'north', 'move', 'iraq', 'turkish', 'troops'}",0,1,developing,1
turkish troops enter n iraq,"{'iraq', 'turkish', 'enter', 'troops', 'n'}",0,1,developing,1
un refugee body sees iraq exodus yet,"{'yet', 'sees', 'iraq', 'refugee', 'body', 'un', 'exodus'}",0,1,developing,0
us air assault division crosses iraq,"{'air', 'division', 'iraq', 'crosses', 'us', 'assault'}",1,1,developed/developing,0
us air strikes target hardline islamist group,"{'islamist', 'group', 'target', 'air', 'hardline', 'us', 'strikes'}",1,0,developed,0
us captures key iraqi offshore oil terminals,"{'iraqi', 'offshore', 'key', 'captures', 'us', 'terminals', 'oil'}",1,0,developed,1
us desperate turkey air deal,"{'turkey', 'air', 'us', 'desperate', 'deal'}",1,1,developed/developing,0
us fires 320 missiles baghdad,"{'320', 'missiles', 'us', 'fires', 'baghdad'}",1,0,developed,1
us airfields west baghdad official,"{'us', 'airfields', 'official', 'baghdad', 'west'}",1,0,developed,1
us icon small flutter vital iraq port,"{'flutter', 'iraq', 'vital', 'us', 'icon', 'small', 'port'}",1,1,developed/developing,2
us iraq surrender talks pentagon claims,"{'pentagon', 'claims', 'talks', 'surrender', 'iraq', 'us'}",1,1,developed/developing,1
us marines iraqis major battle basra,"{'basra', 'battle', 'iraqis', 'us', 'marines', 'major'}",1,0,developed,0
us marines capture 600 iraqis officer,"{'capture', 'iraqis', 'us', 'marines', 'officer', '600'}",1,0,developed,1
us marines secure western iraqi flank,"{'iraqi', 'western', 'flank', 'secure', 'us', 'marines'}",1,0,developed,2
us military trucks build pow camps,"{'camps', 'trucks', 'build', 'us', 'military', 'pow'}",1,0,developed,1
us special forces control airfield western iraq,"{'western', 'special', 'iraq', 'airfield', 'us', 'forces', 'control'}",1,1,developed/developing,1
us still hopeful early iraq surrender,"{'surrender', 'iraq', 'early', 'us', 'hopeful', 'still'}",1,1,developed/developing,2
us strikes militant stronghold nth iraq kurds,"{'militant', 'stronghold', 'iraq', 'nth', 'kurds', 'us', 'strikes'}",1,1,developed/developing,0
abc cameraman australias first casualty iraq,"{'first', 'australias', 'casualty', 'abc', 'iraq', 'cameraman'}",0,1,developing,0
abc cameraman killed iraq car bomb attack,"{'bomb', 'car', 'killed', 'abc', 'attack', 'iraq', 'cameraman'}",0,1,developing,0
arabs seethe tv shows iraq destruction,"{'destruction', 'shows', 'tv', 'arabs', 'iraq', 'seethe'}",0,1,developing,0
armed b 52 bombers leave uk airbase,"{'leave', 'b', 'bombers', 'armed', '52', 'uk', 'airbase'}",1,0,developed,1
australia celebrates world cup victory,"{'world', 'australia', 'celebrates', 'cup', 'victory'}",1,0,developed,2
australia blazing start,"{'start', 'australia', 'blazing'}",1,0,developed,1
australia sweats martyn bichel,"{'martyn', 'australia', 'bichel', 'sweats'}",1,0,developed,1
aust troops iraq win admiration allies howard,"{'aust', 'admiration', 'howard', 'iraq', 'win', 'allies', 'troops'}",1,1,developed/developing,2
british fighter downed us anti missile rocket,"{'downed', 'rocket', 'fighter', 'missile', 'british', 'us', 'anti'}",1,0,developed,1
british plane downed patriot missile us military,"{'downed', 'missile', 'patriot', 'british', 'plane', 'us', 'military'}",1,0,developed,1
british plane missing explosions rock baghdad,"{'rock', 'missing', 'british', 'plane', 'explosions', 'baghdad'}",1,0,developed,0
british plane missing explosions rock baghdad,"{'rock', 'missing', 'british', 'plane', 'explosions', 'baghdad'}",1,0,developed,0
british public opinion falling behind blair,"{'public', 'behind', 'falling', 'british', 'blair', 'opinion'}",1,0,developed,1
carnage confusion us hits kurd bases,"{'kurd', 'bases', 'us', 'hits', 'carnage', 'confusion'}",1,0,developed,0
china mine blast leaves 20 dead 52 trapped,"{'mine', 'trapped', 'china', 'dead', '52', '20', 'blast', 'leaves'}",1,0,developed,0
claims uk tv crew missing iraq came,"{'claims', 'came', 'tv', 'iraq', 'missing', 'uk', 'crew'}",1,1,developed/developing,0
clashes najaf 160 km south baghdad iraq tv,"{'km', 'iraq', 'najaf', 'clashes', 'south', 'baghdad', 'tv', '160'}",0,1,developing,1
commonwealth may seize iraqi assets aust,"{'commonwealth', 'aust', 'iraqi', 'assets', 'seize', 'may'}",1,0,developed,1
concern grows turkish troops iraq,"{'iraq', 'turkish', 'concern', 'grows', 'troops'}",0,1,developing,1
england ireland set six nations showdown,"{'nations', 'six', 'set', 'england', 'showdown', 'ireland'}",1,0,developed,1
fourteen killed china bus accident,"{'fourteen', 'accident', 'killed', 'china', 'bus'}",1,0,developed,0
four us soldiers reported wounded central iraq,"{'wounded', 'iraq', 'central', 'us', 'four', 'reported', 'soldiers'}",1,1,developed/developing,0
hill denies iraq link indonesian terrorism,"{'terrorism', 'indonesian', 'iraq', 'denies', 'hill', 'link'}",0,1,developing,0
hill expects short iraq conflict,"{'short', 'conflict', 'iraq', 'expects', 'hill'}",0,1,developing,0
icc freezes england nz cup earnings,"{'freezes', 'icc', 'cup', 'england', 'earnings', 'nz'}",1,0,developed,1
india threatened icc suspension,"{'icc', 'suspension', 'india', 'threatened'}",0,1,developing,0
iraq calls un stop coalition attack,"{'coalition', 'attack', 'stop', 'iraq', 'un', 'calls'}",0,1,developing,0
iraq lights trenches oil around baghdad,"{'trenches', 'around', 'iraq', 'oil', 'lights', 'baghdad'}",0,1,developing,1
iraq military says shot 21 cruise missiles,"{'shot', 'cruise', 'says', 'iraq', 'missiles', '21', 'military'}",0,1,developing,1
iraqs sabri warns turkey war moves,"{'turkey', 'iraqs', 'warns', 'moves', 'sabri', 'war'}",0,1,developing,0
iraq suicide bomb kills australian newsman reports,"{'bomb', 'australian', 'kills', 'reports', 'iraq', 'suicide', 'newsman'}",0,1,developing,0
iraq tv reports saddam war council,"{'reports', 'iraq', 'saddam', 'war', 'council', 'tv'}",0,1,developing,0
iraq war could drag bush tells nation,"{'drag', 'iraq', 'war', 'tells', 'nation', 'bush', 'could'}",0,1,developing,0
iraq war could push petrol prices,"{'prices', 'iraq', 'petrol', 'war', 'push', 'could'}",0,1,developing,0
iraq war delays korea talks,"{'delays', 'korea', 'talks', 'iraq', 'war'}",0,1,developing,0
journo says four us soldiers killed rockets,"{'killed', 'journo', 'rockets', 'says', 'us', 'four', 'soldiers'}",1,0,developed,0
labor blames iraq war indon terror threat,"{'blames', 'labor', 'threat', 'iraq', 'indon', 'war', 'terror'}",0,1,developing,0
melb cyclists set break aust bike ride,"{'aust', 'bike', 'cyclists', 'melb', 'set', 'ride', 'break'}",1,0,developed,1
mystery pneumonia claims third victim canada,"{'claims', 'third', 'pneumonia', 'victim', 'canada', 'mystery'}",1,0,developed,0
patriots missile near us camp kuwait,"{'patriots', 'missile', 'us', 'kuwait', 'near', 'camp'}",1,0,developed,1
ponting martyn lead australia massive total,"{'massive', 'total', 'australia', 'ponting', 'martyn', 'lead'}",1,0,developed,1
raikkonen grabs maiden win malaysia,"{'grabs', 'maiden', 'win', 'raikkonen', 'malaysia'}",0,1,developing,2
shocked china police find 28 babies suitcases,"{'shocked', '28', 'find', 'china', 'police', 'babies', 'suitcases'}",1,0,developed,0
six us soldiers injured kuwait grenade attack,"{'six', 'attack', 'injured', 'us', 'kuwait', 'grenade', 'soldiers'}",1,0,developed,0
tens thousands us anti war demonstrations,"{'demonstrations', 'tens', 'thousands', 'war', 'us', 'anti'}",1,0,developed,0
texas team smother iraq oil fires,"{'team', 'iraq', 'texas', 'oil', 'fires', 'smother'}",0,1,developing,0
three man british tv crew missing iraq,"{'tv', 'iraq', 'missing', 'three', 'british', 'man', 'crew'}",1,1,developed/developing,0
troops prepare snuff iraq oil fires,"{'fires', 'iraq', 'oil', 'prepare', 'troops', 'snuff'}",0,1,developing,1
turkey denies move iraq kurds agree,"{'turkey', 'move', 'iraq', 'kurds', 'agree', 'denies'}",0,1,developing,1
uk confirms entire iraqi divisions surrender,"{'iraqi', 'confirms', 'divisions', 'surrender', 'entire', 'uk'}",1,0,developed,1
us air strikes basra kill 77 civilians wound,"{'basra', 'air', 'civilians', 'kill', 'us', 'strikes', 'wound', '77'}",1,0,developed,0
us assures iran tomahawk investigation,"{'investigation', 'iran', 'assures', 'us', 'tomahawk'}",1,1,developed/developing,2
us claims capture nasiriya river crossing,"{'claims', 'crossing', 'nasiriya', 'capture', 'river', 'us'}",1,0,developed,1
us jet bombs umm qasr building,"{'qasr', 'jet', 'bombs', 'building', 'us', 'umm'}",1,0,developed,1
us marines claim victory west basra,"{'basra', 'claim', 'us', 'marines', 'victory', 'west'}",1,0,developed,1
us marines push basra baghdad,"{'basra', 'us', 'marines', 'baghdad', 'push'}",1,0,developed,1
us marines secure bridge nasiriya,"{'nasiriya', 'bridge', 'secure', 'us', 'marines'}",1,0,developed,2
us orders another infantry division gulf,"{'infantry', 'another', 'orders', 'division', 'us', 'gulf'}",1,0,developed,1
us plane shot baghdad sabri,"{'shot', 'sabri', 'plane', 'us', 'baghdad'}",1,0,developed,1
us president warns overconfidence,"{'president', 'us', 'overconfidence', 'warns'}",1,0,developed,1
us says downed apache crew missing,"{'downed', 'apache', 'says', 'missing', 'us', 'crew'}",1,0,developed,0
us scraps turkey deployment bolsters southern front,"{'scraps', 'turkey', 'deployment', 'southern', 'us', 'bolsters', 'front'}",1,1,developed/developing,1
us soldier dies grenade attack,"{'soldier', 'dies', 'attack', 'us', 'grenade'}",1,0,developed,0
us soldier dies grenade attack,"{'soldier', 'dies', 'attack', 'us', 'grenade'}",1,0,developed,0
us soldier suspected grenade attack comrades,"{'soldier', 'attack', 'comrades', 'us', 'suspected', 'grenade'}",1,0,developed,0
us open northern front soon kurdish leader,"{'open', 'soon', 'leader', 'kurdish', 'us', 'front', 'northern'}",1,0,developed,1
war memorial considers hiring artist iraq,"{'artist', 'iraq', 'war', 'memorial', 'considers', 'hiring'}",0,1,developing,0
know turkeys iraq coalition,"{'iraq', 'turkeys', 'know', 'coalition'}",0,1,developing,2
19 guantanamo bay prisoners returned afghanistan,"{'19', 'guantanamo', 'prisoners', 'bay', 'returned', 'afghanistan'}",0,1,developing,0
australia celebrates world cup victory,"{'world', 'australia', 'celebrates', 'cup', 'victory'}",1,0,developed,2
aust singapore fta model future bilateral,"{'aust', 'future', 'model', 'singapore', 'bilateral', 'fta'}",1,0,developed,2
aust stocks head downwards wake longer war,"{'aust', 'downwards', 'stocks', 'head', 'wake', 'war', 'longer'}",1,0,developed,0
bridgehead battle kills four us soldiers,"{'battle', 'kills', 'us', 'four', 'soldiers', 'bridgehead'}",1,0,developed,0
british journalist believed killed friendly fire,"{'killed', 'fire', 'journalist', 'friendly', 'british', 'believed'}",1,0,developed,0
british tv reporter believed dead itn,"{'itn', 'dead', 'british', 'believed', 'reporter', 'tv'}",1,0,developed,0
bush says war iraq course warns,"{'warns', 'says', 'iraq', 'war', 'course', 'bush'}",0,1,developing,0
dont send negative emails aust troops govt,"{'aust', 'govt', 'negative', 'send', 'emails', 'troops', 'dont'}",1,0,developed,0
family pays tribute aust cameraman,"{'pays', 'aust', 'tribute', 'family', 'cameraman'}",1,0,developed,1
fiji hoping iraq war swift foreign minister,"{'swift', 'foreign', 'iraq', 'minister', 'war', 'hoping', 'fiji'}",0,1,developing,1
india mourns defeat,"{'india', 'mourns', 'defeat'}",0,1,developing,0
iraq drops claims coalition pilots captured,"{'claims', 'pilots', 'coalition', 'iraq', 'captured', 'drops'}",0,1,developing,1
iraq fears drag asx,"{'iraq', 'asx', 'drag', 'fears'}",0,1,developing,0
iraqi tv shows says downed us helicopter,"{'downed', 'iraqi', 'shows', 'says', 'us', 'helicopter', 'tv'}",1,0,developed,1
iraq says 62 killed 400 wounded past day,"{'killed', 'wounded', 'says', 'iraq', 'past', '62', '400', 'day'}",0,1,developing,0
iraq shows footage us troops held prisoner,"{'held', 'shows', 'iraq', 'prisoner', 'us', 'footage', 'troops'}",1,1,developed/developing,0
israel missile mystery solved,"{'solved', 'missile', 'israel', 'mystery'}",1,0,developed,2
israel demolish illegal settlement,"{'illegal', 'demolish', 'israel', 'settlement'}",1,0,developed,0
israel trying destroy roadmap peace,"{'roadmap', 'israel', 'peace', 'trying', 'destroy'}",1,0,developed,1
jordan calls end iraq war,"{'jordan', 'end', 'iraq', 'war', 'calls'}",0,1,developing,0
jordan gives inspiring wizards,"{'wizards', 'inspiring', 'gives', 'jordan'}",0,1,developing,2
nude protest hobart war iraq,"{'protest', 'nude', 'hobart', 'iraq', 'war'}",0,1,developing,0
